fila_bronze,rule_id,dimension_calidad,severidad,accion,tipo_problema,columna_afectada,codigo_error,valor_original,detalle,version_catalogo,version_diagnostico
27228,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
27298,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
27301,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
27380,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
27390,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
27421,IOT-R021,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,FUERA_RANGO,-39.8,Humedad fuera de 0 a 100%,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
27443,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
27489,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
27542,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
27605,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
27807,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
27904,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-08 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
27936,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28063,IOT-R015,CONFORMIDAD,WARNING,REVISAR,CONFORMIDAD,,PENDIENTE_CONVERSION_F,F,Lectura válida en F; estandarización corresponde al tratamiento,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28111,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28132,IOT-R002,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FECHA_INVALIDA,2026-02-31 09:15:00,Formato incorrecto o fecha imposible,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28181,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28187,IOT-R014,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,UNIDAD_NO_RECONOCIDA,K,Unidad distinta de C o F,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28226,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28336,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28490,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28801,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00236 + 2026-08-10 20:07:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28802,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00184 + 2026-08-21 16:21:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28803,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00970 + 2026-08-25 04:44:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28804,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00194 + 2026-08-18 04:11:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28805,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00914 + 2026-08-02 11:49:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28806,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00259 + 2026-08-19 11:40:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28807,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00242 + 2026-08-18 17:23:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28808,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00662 + 2026-08-12 02:44:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28809,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-01036 + 2026-08-16 05:38:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28810,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-01172 + 2026-08-02 08:45:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28811,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00363 + 2026-08-06 05:11:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28812,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00927 + 2026-08-26 10:35:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28813,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00807 + 2026-08-15 15:30:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28814,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00486 + 2026-08-09 11:02:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28815,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00197 + 2026-08-19 21:30:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28816,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00670 + 2026-08-28 18:01:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28817,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00781 + 2026-08-16 04:20:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28818,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00053 + 2026-08-09 23:54:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28819,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00047 + 2026-08-29 06:13:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28820,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00305 + 2026-08-23 15:01:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28821,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00122 + 2026-08-23 15:16:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28822,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00823 + 2026-08-03 03:34:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28823,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00896 + 2026-08-04 00:41:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28824,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00380 + 2026-08-01 15:38:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28825,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00679 + 2026-08-06 13:54:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28826,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00217 + 2026-08-12 12:57:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28827,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00027 + 2026-08-30 10:57:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28828,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00051 + 2026-08-06 14:54:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28829,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00864 + 2026-08-03 05:18:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28830,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-01070 + 2026-08-20 18:11:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28831,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00856 + 2026-08-20 15:36:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28832,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00379 + 2026-08-14 06:56:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28833,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00002 + 2026-08-13 04:00:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28834,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-01023 + 2026-08-21 12:20:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28835,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-01146 + 2026-08-08 14:52:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28836,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00306 + 2026-08-05 09:12:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28837,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00673 + 2026-08-30 19:32:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28838,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00135 + 2026-08-04 17:56:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28839,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00821 + 2026-08-01 23:23:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28840,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00755 + 2026-08-20 09:55:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28841,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00531 + 2026-08-06 23:25:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28842,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00757 + 2026-08-27 05:16:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28843,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00897 + 2026-08-30 14:53:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28844,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00091 + 2026-08-20 19:22:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28845,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00980 + 2026-08-05 14:02:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28846,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00640 + 2026-08-05 23:29:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28847,IOT-R012,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,CLAVE_EN_CONFLICTO,VIA-00543 + 2026-08-28 23:01:00,Lecturas diferentes con igual clave candidata; se marcan todas,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28847,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28848,IOT-R012,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,CLAVE_EN_CONFLICTO,VIA-00475 + 2026-08-27 19:42:00,Lecturas diferentes con igual clave candidata; se marcan todas,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28848,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28849,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00073 + 2026-08-17 08:26:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28850,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00985 + 2026-08-04 13:49:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28851,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-01182 + 2026-08-12 18:33:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28852,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00379 + 2026-08-14 02:26:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28853,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00258 + 2026-08-18 14:54:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28854,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00939 + 2026-08-14 09:12:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28855,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-01166 + 2026-08-16 08:41:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28856,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00433 + 2026-08-30 05:53:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28857,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00260 + 2026-08-02 22:34:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28858,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00674 + 2026-08-08 08:33:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28859,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00828 + 2026-08-26 12:11:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28860,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00751 + 2026-08-04 15:52:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28861,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00718 + 2026-08-16 01:15:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28862,IOT-R012,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,CLAVE_EN_CONFLICTO,VIA-00761 + 2026-08-26 18:25:00,Lecturas diferentes con igual clave candidata; se marcan todas,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28862,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28863,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00374 + 2026-08-05 05:31:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28864,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-01028 + 2026-08-14 01:36:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28865,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-01056 + 2026-08-16 01:22:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28866,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00786 + 2026-08-12 16:33:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28867,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00442 + 2026-08-15 17:31:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28868,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00670 + 2026-08-28 12:01:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28869,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00962 + 2026-08-08 22:43:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28870,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00694 + 2026-08-04 06:10:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28871,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00185 + 2026-08-22 15:54:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28872,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00445 + 2026-08-06 04:15:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28873,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00188 + 2026-08-13 01:05:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28874,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00989 + 2026-08-15 11:59:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28875,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00371 + 2026-08-21 02:19:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28876,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-01088 + 2026-08-17 02:16:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28877,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00307 + 2026-08-31 07:49:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28878,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00841 + 2026-08-16 04:26:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28879,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00622 + 2026-08-29 04:32:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28880,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00467 + 2026-08-15 12:38:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28881,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00518 + 2026-08-29 08:01:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28882,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00453 + 2026-08-13 08:52:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28883,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00300 + 2026-08-20 15:44:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28884,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00705 + 2026-08-28 09:34:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28885,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00693 + 2026-08-01 11:33:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28886,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00903 + 2026-08-05 01:48:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28887,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00573 + 2026-08-24 08:23:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28888,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00164 + 2026-08-03 14:56:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28889,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-01184 + 2026-08-29 08:57:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
