_fila_bronze,errores_bloqueantes,calidad_motivo,calidad_estado,clave_lectura_bronze,clave_lectura_normalizada,timestamp_original,viaje_id_original,order_id_original,camion_id_original,producto_id_original,temperatura_cabina_c_original,temp_unit_original,humedad_cabina_pct_original,desviacion_termica_flag_original,desviacion_proximos_60min_flag_original,timestamp_utc_normalizado,temperatura_c_normalizada,lectura_clave_duplicada,ocurrencias_clave_lectura,corresponde_wms_silver,corresponde_producto_silver,corresponde_flota_silver,motivos_transformacion,motivos_imputacion,banderas_informativas,conteo_transformaciones,conteo_errores_bloqueantes,conteo_banderas_informativas
16074,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00670 | 2026-08-28 18:01:00,VIA-00670 | 2026-08-28 22:01:00+00:00,2026-08-28 18:01:00,VIA-00670,ORD-2026-03021,CAM-08,PROD-041,-19.21,C,78.3,0,0,2026-08-28 22:01:00+00:00,-19.21,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
16140,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00673 | 2026-08-30 19:32:00,VIA-00673 | 2026-08-30 23:32:00+00:00,2026-08-30 19:32:00,VIA-00673,ORD-2026-04325,CAM-20,PROD-027,4.29,C,80.9,0,0,2026-08-30 23:32:00+00:00,4.29,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
16168,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00674 | 2026-08-08 08:33:00,VIA-00674 | 2026-08-08 12:33:00+00:00,2026-08-08 08:33:00,VIA-00674,ORD-2026-05091,CAM-08,PROD-055,22.22,C,47.9,0,0,2026-08-08 12:33:00+00:00,22.22,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
16283,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00679 | 2026-08-06 13:54:00,VIA-00679 | 2026-08-06 17:54:00+00:00,2026-08-06 13:54:00,VIA-00679,ORD-2026-05063,CAM-08,PROD-004,3.08,C,81.6,0,0,2026-08-06 17:54:00+00:00,3.08,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
16285,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00679 | 2026-08-06 14:54:00,VIA-00679 | 2026-08-06 18:54:00+00:00,2026-08-06 14:54:00,VIA-00679,ORD-2026-05063,CAM-08,PROD-004,,C,80.0,0,0,2026-08-06 18:54:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
16428,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00685 | 2026-08-07 19:56:00,VIA-00685 | 2026-08-07 23:56:00+00:00,2026-08-07 19:56:00,VIA-00685,ORD-2026-05960,CAM-08,PROD-051,-999.0,C,83.0,0,0,2026-08-07 23:56:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
16433,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00685 | 2026-08-07 22:26:00,VIA-00685 | 2026-08-08 02:26:00+00:00,2026-08-07 22:26:00,VIA-00685,ORD-2026-05960,CAM-08,PROD-051,-999.0,C,53.4,0,0,2026-08-08 02:26:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
16446,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00686 | 2026-08-13 22:04:00,VIA-00686 | 2026-08-14 02:04:00+00:00,2026-08-13 22:04:00,VIA-00686,ORD-2026-03138,CAM-08,PROD-053,3.85,C,71.9,0,0,2026-08-14 02:04:00+00:00,3.85,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
16489,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00687 | 2026-08-20 07:45:00,VIA-00687 | 2026-08-20 11:45:00+00:00,2026-08-20 07:45:00,VIA-00687,ORD-2026-03211,CAM-15,PROD-016,-999.0,C,52.6,0,0,2026-08-20 11:45:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
16577,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00691 | 2026-08-06 16:52:00,VIA-00691 | 2026-08-06 20:52:00+00:00,2026-08-06 16:52:00,VIA-00691,ORD-2026-05152,CAM-15,PROD-040,,C,43.5,0,0,2026-08-06 20:52:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
16610,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00693 | 2026-08-01 11:33:00,VIA-00693 | 2026-08-01 15:33:00+00:00,2026-08-01 11:33:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-18.88,C,67.9,0,0,2026-08-01 15:33:00+00:00,-18.88,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
16629,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00693 | 2026-08-01 21:03:00,VIA-00693 | 2026-08-02 01:03:00+00:00,2026-08-01 21:03:00,VIA-00693,ORD-2026-02485,CAM-15,PROD-008,-19.34,C,74.1,0,0,2026-08-02 01:03:00+00:00,-19.34,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
16639,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00694 | 2026-08-04 06:10:00,VIA-00694 | 2026-08-04 10:10:00+00:00,2026-08-04 06:10:00,VIA-00694,ORD-2026-00099,CAM-25,PROD-027,3.35,C,79.8,0,0,2026-08-04 10:10:00+00:00,3.35,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
16805,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00701 | 2026-08-10 09:20:00,VIA-00701 | 2026-08-10 13:20:00+00:00,2026-08-10 09:20:00,VIA-00701,ORD-2026-05711,CAM-10,PROD-002,-999.0,C,43.7,0,0,2026-08-10 13:20:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
16917,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00705 | 2026-08-28 09:34:00,VIA-00705 | 2026-08-28 13:34:00+00:00,2026-08-28 09:34:00,VIA-00705,ORD-2026-00944,CAM-10,PROD-053,2.57,C,68.4,0,0,2026-08-28 13:34:00+00:00,2.57,True,2,no,si,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001,1,1,1
16968,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00707 | 2026-08-14 18:28:00,VIA-00707 | 2026-08-14 22:28:00+00:00,2026-08-14 18:28:00,VIA-00707,ORD-2026-02385,CAM-24,PROD-058,-999.0,C,78.9,0,0,2026-08-14 22:28:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
17018,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00710 | 2026-08-15 20:20:00,VIA-00710 | 2026-08-16 00:20:00+00:00,2026-08-15 20:20:00,VIA-00710,ORD-2026-02533,CAM-26,PROD-030,-999.0,C,49.6,0,0,2026-08-16 00:20:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
17110,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00713 | 2026-08-18 20:15:00,VIA-00713 | 2026-08-19 00:15:00+00:00,2026-08-18 20:15:00,VIA-00713,ORD-2026-06906,CAM-21,PROD-042,,C,48.4,0,0,2026-08-19 00:15:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
17182,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00716 | 2026-08-16 21:30:00,VIA-00716 | 2026-08-17 01:30:00+00:00,2026-08-16 21:30:00,VIA-00716,ORD-2026-00719,CAM-22,PROD-004,-999.0,C,78.6,0,0,2026-08-17 01:30:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
17212,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00718 | 2026-08-16 01:15:00,VIA-00718 | 2026-08-16 05:15:00+00:00,2026-08-16 01:15:00,VIA-00718,ORD-2026-00659,CAM-21,PROD-038,20.83,C,38.6,0,1,2026-08-16 05:15:00+00:00,20.83,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
17214,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00718 | 2026-08-16 02:15:00,VIA-00718 | 2026-08-16 06:15:00+00:00,2026-08-16 02:15:00,VIA-00718,ORD-2026-00659,CAM-21,PROD-038,25.26,C,47.3,1,0,2026-08-16 06:15:00+00:00,25.26,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
17375,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00724 | 2026-08-09 01:09:00,VIA-00724 | 2026-08-09 05:09:00+00:00,2026-08-09 01:09:00,VIA-00724,ORD-2026-03198,CAM-08,PROD-019,,C,48.8,0,0,2026-08-09 05:09:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
17706,IOT-RNG-001,Humedad fuera del rango intrinseco 0-100 grados de porcentaje,cuarentena,VIA-00738 | 2026-08-03 21:27:00,VIA-00738 | 2026-08-04 01:27:00+00:00,2026-08-03 21:27:00,VIA-00738,ORD-2026-06546,CAM-10,PROD-031,18.25,C,-55.9,0,0,2026-08-04 01:27:00+00:00,18.25,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
17743,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00740 | 2026-08-20 05:54:00,VIA-00740 | 2026-08-20 09:54:00+00:00,2026-08-20 05:54:00,VIA-00740,ORD-2026-01576,CAM-16,PROD-059,-999.0,C,57.6,0,0,2026-08-20 09:54:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
17824,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00743 | 2026-08-16 08:46:00,VIA-00743 | 2026-08-16 12:46:00+00:00,2026-08-16 08:46:00,VIA-00743,ORD-2026-06555,CAM-10,PROD-049,,C,65.7,0,0,2026-08-16 12:46:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
17960,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00749 | 2026-08-04 05:51:00,VIA-00749 | 2026-08-04 09:51:00+00:00,2026-08-04 05:51:00,VIA-00749,ORD-2026-02880,CAM-10,PROD-037,-999.0,C,74.2,0,0,2026-08-04 09:51:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
18020,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00751 | 2026-08-04 15:52:00,VIA-00751 | 2026-08-04 19:52:00+00:00,2026-08-04 15:52:00,VIA-00751,ORD-2026-06416,CAM-09,PROD-048,18.51,C,44.0,0,0,2026-08-04 19:52:00+00:00,18.51,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
18065,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00753 | 2026-08-25 06:10:00,VIA-00753 | 2026-08-25 10:10:00+00:00,2026-08-25 06:10:00,VIA-00753,ORD-2026-01152,CAM-10,PROD-036,4.03,C,84.1,0,0,2026-08-25 10:10:00+00:00,4.03,True,2,no,no,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-002,1,1,2
18112,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00755 | 2026-08-20 09:55:00,VIA-00755 | 2026-08-20 13:55:00+00:00,2026-08-20 09:55:00,VIA-00755,ORD-2026-06845,CAM-14,PROD-032,18.59,C,51.2,0,0,2026-08-20 13:55:00+00:00,18.59,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
18153,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00757 | 2026-08-27 05:16:00,VIA-00757 | 2026-08-27 09:16:00+00:00,2026-08-27 05:16:00,VIA-00757,ORD-2026-01175,CAM-20,PROD-042,20.86,C,50.7,0,0,2026-08-27 09:16:00+00:00,20.86,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
18183,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00758 | 2026-08-30 01:44:00,VIA-00758 | 2026-08-30 05:44:00+00:00,2026-08-30 01:44:00,VIA-00758,ORD-2026-06488,CAM-01,PROD-012,-999.0,C,62.4,0,0,2026-08-30 05:44:00+00:00,,False,1,no,si,no,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-003,1,1,2
18238,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00760 | 2026-08-07 03:53:00,VIA-00760 | 2026-08-07 07:53:00+00:00,2026-08-07 03:53:00,VIA-00760,ORD-2026-06010,CAM-09,PROD-018,,C,52.0,0,0,2026-08-07 07:53:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
18257,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00761 | 2026-08-26 18:25:00,VIA-00761 | 2026-08-26 22:25:00+00:00,2026-08-26 18:25:00,VIA-00761,ORD-2026-00954,CAM-24,PROD-015,3.77,C,75.5,0,0,2026-08-26 22:25:00+00:00,3.77,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
18331,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00764 | 2026-08-14 13:36:00,VIA-00764 | 2026-08-14 17:36:00+00:00,2026-08-14 13:36:00,VIA-00764,ORD-2026-06632,CAM-19,PROD-002,-999.0,C,46.6,0,0,2026-08-14 17:36:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
18380,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00766 | 2026-08-23 17:15:00,VIA-00766 | 2026-08-23 21:15:00+00:00,2026-08-23 17:15:00,VIA-00766,ORD-2026-01516,CAM-19,PROD-001,-999.0,C,73.7,0,0,2026-08-23 21:15:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
18384,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00766 | 2026-08-23 19:15:00,VIA-00766 | 2026-08-23 23:15:00+00:00,2026-08-23 19:15:00,VIA-00766,ORD-2026-01516,CAM-19,PROD-001,-999.0,C,77.8,0,0,2026-08-23 23:15:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
18432,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00768 | 2026-08-31 07:27:00,VIA-00768 | 2026-08-31 11:27:00+00:00,2026-08-31 07:27:00,VIA-00768,ORD-2026-06675,CAM-03,PROD-006,-999.0,C,41.6,0,0,2026-08-31 11:27:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
18620,IOT-UNI-002,"Unidad Kelvin, no esperada operacionalmente en telemetria de cabina",cuarentena,VIA-00776 | 2026-08-17 07:31:00,VIA-00776 | 2026-08-17 11:31:00+00:00,2026-08-17 07:31:00,VIA-00776,ORD-2026-01071,CAM-28,PROD-023,277.87,K,81.6,0,0,2026-08-17 11:31:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
18633,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00777 | 2026-08-16 11:23:00,VIA-00777 | 2026-08-16 15:23:00+00:00,2026-08-16 11:23:00,VIA-00777,ORD-2026-06731,CAM-03,PROD-020,,C,41.2,0,0,2026-08-16 15:23:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
18637,IOT-RNG-001,Humedad fuera del rango intrinseco 0-100 grados de porcentaje,cuarentena,VIA-00777 | 2026-08-16 13:23:00,VIA-00777 | 2026-08-16 17:23:00+00:00,2026-08-16 13:23:00,VIA-00777,ORD-2026-06731,CAM-03,PROD-020,18.22,C,-38.8,0,0,2026-08-16 17:23:00+00:00,18.22,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
18742,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00781 | 2026-08-16 04:20:00,VIA-00781 | 2026-08-16 08:20:00+00:00,2026-08-16 04:20:00,VIA-00781,ORD-2026-05431,CAM-08,PROD-001,3.95,C,69.3,0,0,2026-08-16 08:20:00+00:00,3.95,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
18783,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00783 | 2026-08-15 10:07:00,VIA-00783 | 2026-08-15 14:07:00+00:00,2026-08-15 10:07:00,VIA-00783,ORD-2026-05701,CAM-20,PROD-052,,C,77.8,0,0,2026-08-15 14:07:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
18811,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00784 | 2026-08-22 10:58:00,VIA-00784 | 2026-08-22 14:58:00+00:00,2026-08-22 10:58:00,VIA-00784,ORD-2026-02448,CAM-15,PROD-005,,C,42.4,0,0,2026-08-22 14:58:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
18844,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00786 | 2026-08-12 16:33:00,VIA-00786 | 2026-08-12 20:33:00+00:00,2026-08-12 16:33:00,VIA-00786,ORD-2026-05280,CAM-13,PROD-040,21.28,C,39.7,0,0,2026-08-12 20:33:00+00:00,21.28,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
19041,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00794 | 2026-08-27 01:28:00,VIA-00794 | 2026-08-27 05:28:00+00:00,2026-08-27 01:28:00,VIA-00794,ORD-2026-02599,CAM-19,PROD-040,-999.0,C,48.6,0,0,2026-08-27 05:28:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
19203,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00801 | 2026-08-26 00:48:00,VIA-00801 | 2026-08-26 04:48:00+00:00,2026-08-26 00:48:00,VIA-00801,ORD-2026-05376,CAM-26,PROD-055,23.06,C,47.9,0,0,2026-08-26 04:48:00+00:00,23.06,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
19349,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00807 | 2026-08-15 15:30:00,VIA-00807 | 2026-08-15 19:30:00+00:00,2026-08-15 15:30:00,VIA-00807,ORD-2026-01194,CAM-29,PROD-018,18.9,C,51.4,0,0,2026-08-15 19:30:00+00:00,18.9,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
19394,IOT-RNG-001,Humedad fuera del rango intrinseco 0-100 grados de porcentaje,cuarentena,VIA-00809 | 2026-08-22 07:40:00,VIA-00809 | 2026-08-22 11:40:00+00:00,2026-08-22 07:40:00,VIA-00809,ORD-2026-02325,CAM-04,PROD-017,18.13,C,-50.9,0,0,2026-08-22 11:40:00+00:00,18.13,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
19590,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00817 | 2026-08-29 21:04:00,VIA-00817 | 2026-08-30 01:04:00+00:00,2026-08-29 21:04:00,VIA-00817,ORD-2026-03696,CAM-19,PROD-044,-999.0,C,74.4,0,0,2026-08-30 01:04:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
19691,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00821 | 2026-08-01 23:23:00,VIA-00821 | 2026-08-02 03:23:00+00:00,2026-08-01 23:23:00,VIA-00821,ORD-2026-06765,CAM-19,PROD-036,2.96,C,79.3,0,0,2026-08-02 03:23:00+00:00,2.96,True,2,no,no,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-002,1,1,2
19740,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00823 | 2026-08-03 03:34:00,VIA-00823 | 2026-08-03 07:34:00+00:00,2026-08-03 03:34:00,VIA-00823,ORD-2026-03527,CAM-19,PROD-044,8.85,C,82.2,1,1,2026-08-03 07:34:00+00:00,8.85,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
19830,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00827 | 2026-08-22 22:19:00,VIA-00827 | 2026-08-23 02:19:00+00:00,2026-08-22 22:19:00,VIA-00827,ORD-2026-01453,CAM-01,PROD-014,-999.0,C,42.2,0,0,2026-08-23 02:19:00+00:00,,False,1,no,no,no,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-002 | IOT-REF-003,1,1,3
19858,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00828 | 2026-08-26 12:11:00,VIA-00828 | 2026-08-26 16:11:00+00:00,2026-08-26 12:11:00,VIA-00828,ORD-2026-04623,CAM-01,PROD-049,4.17,C,75.5,0,0,2026-08-26 16:11:00+00:00,4.17,True,2,no,si,no,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-003,1,1,2
19882,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00829 | 2026-08-17 03:53:00,VIA-00829 | 2026-08-17 07:53:00+00:00,2026-08-17 03:53:00,VIA-00829,ORD-2026-00696,CAM-24,PROD-041,-999.0,C,71.8,0,0,2026-08-17 07:53:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
19963,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00832 | 2026-08-20 22:48:00,VIA-00832 | 2026-08-21 02:48:00+00:00,2026-08-20 22:48:00,VIA-00832,ORD-2026-03308,CAM-26,PROD-028,-999.0,C,50.8,0,0,2026-08-21 02:48:00+00:00,,False,1,no,no,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-002,1,1,2
20040,IOT-UNI-002,"Unidad Kelvin, no esperada operacionalmente en telemetria de cabina",cuarentena,VIA-00835 | 2026-08-13 11:53:00,VIA-00835 | 2026-08-13 15:53:00+00:00,2026-08-13 11:53:00,VIA-00835,ORD-2026-00787,CAM-25,PROD-060,254.28,K,81.6,0,0,2026-08-13 15:53:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
20072,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00837 | 2026-08-02 08:25:00,VIA-00837 | 2026-08-02 12:25:00+00:00,2026-08-02 08:25:00,VIA-00837,ORD-2026-05889,CAM-15,PROD-055,,C,55.9,0,0,2026-08-02 12:25:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
20164,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00841 | 2026-08-16 04:26:00,VIA-00841 | 2026-08-16 08:26:00+00:00,2026-08-16 04:26:00,VIA-00841,ORD-2026-03786,CAM-10,PROD-011,-17.95,C,61.3,0,0,2026-08-16 08:26:00+00:00,-17.95,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
20229,IOT-RNG-001,Humedad fuera del rango intrinseco 0-100 grados de porcentaje,cuarentena,VIA-00843 | 2026-08-26 09:42:00,VIA-00843 | 2026-08-26 13:42:00+00:00,2026-08-26 09:42:00,VIA-00843,ORD-2026-07262,CAM-28,PROD-025,-10.1,C,-83.3,1,1,2026-08-26 13:42:00+00:00,-10.1,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
20312,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00847 | 2026-08-18 10:45:00,VIA-00847 | 2026-08-18 14:45:00+00:00,2026-08-18 10:45:00,VIA-00847,ORD-2026-04887,CAM-19,PROD-018,-999.0,C,50.1,0,0,2026-08-18 14:45:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
20389,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00850 | 2026-08-16 04:10:00,VIA-00850 | 2026-08-16 08:10:00+00:00,2026-08-16 04:10:00,VIA-00850,ORD-2026-05780,CAM-26,PROD-034,-999.0,C,71.4,1,1,2026-08-16 08:10:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
20462,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00853 | 2026-08-16 18:36:00,VIA-00853 | 2026-08-16 22:36:00+00:00,2026-08-16 18:36:00,VIA-00853,ORD-2026-06319,CAM-02,PROD-052,-999.0,C,59.9,0,0,2026-08-16 22:36:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
20529,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00856 | 2026-08-20 15:36:00,VIA-00856 | 2026-08-20 19:36:00+00:00,2026-08-20 15:36:00,VIA-00856,ORD-2026-05146,CAM-28,PROD-024,19.68,C,43.1,0,0,2026-08-20 19:36:00+00:00,19.68,True,2,no,no,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-002,1,1,2
20646,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00861 | 2026-08-24 18:54:00,VIA-00861 | 2026-08-24 22:54:00+00:00,2026-08-24 18:54:00,VIA-00861,ORD-2026-00829,CAM-06,PROD-039,-999.0,C,57.9,0,0,2026-08-24 22:54:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
